source_id,title,publisher,url,pub_date,last_verified,type,status,status_display,note,archived_url
S215,$173M in Mortgage Relief Available to Washington Homeowners,Nolo,https://www.nolo.com/legal-updates/173m-in-mortgage-relief-available-to-washington-homeowners.html,2024-02-27,2026-08-24,legal publisher summary,verified,VERIFIED,"SECONDARY SOURCE, used because the program's own published materials do not state the income limit. States the Washington HAF rule: ""Your household income must be 100% or less of the area median income for your county."" Hardship must postdate 2020-01-21 and be COVID-related. Grants to $60,000 covering reinstatement, principal reduction, rate reduction, insurance, taxes and HOA fees. Program available ""until funds run out or through June 30, 2024."" A primary WSHFC guideline document should replace this row if one is ever located; the search on 2026-08-24 did not find one.",
S216,Guidance to Mortgage Servicers on COVID-19,Washington State Department of Financial Institutions,https://dfi.wa.gov/sites/default/files/servicer-guidance-covid-19.pdf,2020-03-20,2026-08-24,state regulator guidance,verified,VERIFIED,"Issued by Director Charles Clark. Asks servicers operating in Washington to forbear mortgage payments 90 days from their due dates, waive late payment and online payment fees 90 days, refrain from reporting late payments to credit rating agencies 90 days, give an additional 90-day grace period to complete trial loan modifications, postpone foreclosures 90 days, maintain account access if offices close, and proactively communicate assistance. TWO LIMITS TRAVEL WITH THIS ROW. (1) The Washington Attorney General's foreclosure and mortgage assistance page describes it as ""non-binding recommendations for mortgage servicers"": the regulator asked, it did not require. (2) THE DOCUMENT DEFINES NO EXIT. It creates a 90-day pause and is silent on how paused payments are repaid afterwards. NEGATIVE RESULT, recorded on purpose: this document, dfi.wa.gov/consumers/homeownership and atg.wa.gov/foreclosure-and-mortgage-assistance were each read in full on 2026-08-24 looking for a Washington household-income definition for HAF. None of the three contains one. With WSHFC's FAQ (S214) and homeownership-wa.org that is five Washington surfaces checked and no published income rule found.",
S217,"24 CFR 5.609, Annual income","Electronic Code of Federal Regulations, National Archives",https://www.ecfr.gov/current/title-24/subtitle-A/part-5/subpart-F/subject-group-ECFR174c6349abd095d/section-5.609,,2026-08-24,federal regulation,verified-needs-date,PENDING DATE,"The income definition AMI-based federal housing programs run on. STRUCTURE MATTERS: (a) defines annual income as ""all amounts, not specifically excluded in paragraph (b)"", so (b) is an EXCLUSION LIST and anything absent from it counts. (b)(16) excludes only DEFERRED VA disability benefits ""received in a lump sum amount or in prospective monthly amounts."" (b)(17) excludes only ""[p]ayments related to aid and attendance under 38 U.S.C. 1521 to veterans in need of regular aid and attendance."" ONGOING REGULAR SERVICE-CONNECTED DISABILITY COMPENSATION IS NOT IN (b), so under (a) it is counted as annual income. SEARCH BEHIND THAT ABSENCE, named per P33: the corpus is the full text of 5.609(b) as published at the eCFR URL in this row, read on 2026-08-24; the terms looked for were veteran, veterans, VA, service-connected, disability, compensation, 38 U.S.C., aid and attendance, and pension. The only matches in (b) are (b)(16), deferred VA disability benefits in a lump sum or prospective monthly amounts, and (b)(17), aid and attendance under 38 U.S.C. 1521. Neither describes ongoing monthly service-connected compensation. This is an absence within ONE NAMED REGULATION, not across a corpus of documents. Corroborated from the other direction by S213: HUD waived this for HUD-VASH in 89 FR 65769 precisely because the compensation was pushing severely disabled veterans over the low-income limit. SCOPE CAUTION: this row establishes what the FEDERAL definition does. It does NOT establish which income definition any particular state HAF program adopted. wshfc.org/managers/map.aspx is behind a JavaScript wall and returned nothing readable on 2026-08-24. A regulation carries an effective date rather than a publication date, hence PENDING DATE; not guessed. Same disposition as S173, see VFC_PARKED.md.",
S218,"Research Impacts: Homelessness, on the SSVF mortality study",VA Health Services Research and Development,https://www.hsrd.research.va.gov/impacts/research-homelessness.cfm,2026-01-23,2026-08-24,agency research summary,verified,VERIFIED,"VA's own research arm, page updated 2026-06-10, summarising a study published in JAMA Health Forum 2026-01-23, led by Richard Nelson PhD. 693,383 patient-trials across 229,096 unique patients. Enrolment in Supportive Services for Veteran Families was associated with improved health outcomes, lower inpatient costs, and an estimated 14 percent reduction in mortality risk. Also carries the National Coalition for Homeless Veterans figure of 32,882 veterans experiencing homelessness in January 2024, and notes unhoused people face mortality 3 to 4 times the general population. WHY THIS ROW MATTERS: it is the DEPARTMENT'S OWN research arm saying housing assistance lowers death rates, which is the upstream half of the prevention-versus-consequence argument. RELEVANCE, per the board's test: INDIRECT. It is not about the home loan program; it is about what happens after housing is lost.",
S219,Suicide Among Justice-Involved Veterans: Understanding Risk and Meeting Needs,"Council on Criminal Justice, Veterans Justice Commission",https://counciloncj.org/suicide-among-justice-involved-veterans-understanding-risk-and-meeting-needs/,2023-09,2026-08-24,research brief,verified,VERIFIED,"Research brief by Ryan Holliday PhD. Veterans with a history of homelessness were 7.8 times more likely to attempt suicide than veterans who had never experienced it. Also: 62 percent of justice-involved veterans had a history of VA homeless services 2005-2018 against 0.2 to 1.7 percent of veterans generally; justice involvement plus homelessness raised attempt risk 1.9 to 2.4 times over justice involvement alone. LIMITATION, MANDATORY, AND PUBLISHED ON THE PAGE RATHER THAN HELD IN THIS NOTE: the brief measures HOMELESSNESS. It says nothing about foreclosure or eviction and must never be cited as if it did. Foreclosure is not homelessness and the two are not interchangeable. Month-level date only, September 2023, no day given on the page, hence PENDING DATE; not guessed. RELEVANCE: INDIRECT.",
S220,HUD Overhauls Federal Homelessness Assistance,U.S. Department of Housing and Urban Development,https://www.hud.gov/news/hud-no-26-038,2026-06-01,2026-08-24,agency press release,verified,VERIFIED,"HUD's own announcement redirecting the Continuum of Care homelessness assistance program, $4.04 billion for FY2026, away from Housing First. Secretary Scott Turner, verbatim: ""The 'housing first' experiment failed Americans by warehousing the vulnerable without results"", that it ""promised to end homelessness. Instead, billions of taxpayer dollars were spent while homelessness increased to record levels"", and ""Housing alone will not solve a crisis driven by addiction and mental illness."" HUD's stated reasons: that the prior approach perpetuates addiction in federally funded programs and lacks accountability, leading to waste, fraud and abuse. THE RELEASE MAKES NO SPECIFIC MENTION OF VETERANS. Read in full 2026-08-24; that absence is a finding about scope, not an inference about intent. SET AGAINST S218, which is VA's own research service reporting about 14 percent lower mortality risk for veterans enrolled in supportive housing. Two federal departments, one measuring the model and one ending it, five months apart.",
S221,Housing First or Treatment First? Evidence from the VA's homelessness programs,"Sydney Costantini, Yale University Department of Economics",https://economics.yale.edu/sites/default/files/2026-01/Housing%20First%20or%20Treatment%20First-Costantini.pdf,2025-11,2026-08-24,working paper,verified,VERIFIED,"Working paper dated November 2025, posted in the January 2026 folder on the Yale economics site. Population: nearly 300,000 unhoused VETERANS WITH MENTAL ILLNESS who contacted VA homelessness services between April 2011 and February 2017, followed three years, using VA's Homelessness Registry linked to clinical records and mortality data. Compares HUD-VASH, permanent vouchers with optional case management, against Grant and Per Diem, transitional housing with REQUIRED treatment. Two-instrument instrumental variables design using quasi-random variation in voucher availability at clinic arrival and in transitional-housing liaison availability during intake week. FINDINGS VERBATIM: ""Housing First reduces three-year mortality by 4.6 percentage points relative to a no-program counterfactual. In contrast, Treatment First has no long-term effects on health."" And: ""I can statistically rule out that Treatment First is as effective as Housing First at reducing mortality"" (F = 4.06; p-value = 0.044). Housing First was also cost-saving, causing substitution away from lengthy inpatient stays. WHY THIS ROW EXISTS: it tests HUD's stated reason at S220, that housing alone cannot solve a crisis driven by addiction and mental illness, ON EXACTLY THAT POPULATION in VA's own programs. SCOPE LIMIT, and it is published on the page: this paper does NOT address HUD's separate aggregate claim that homelessness rose while money was spent. Do not stretch it to that. TIER: working paper, not yet peer-reviewed as far as this project has established; day of month not given, hence PENDING DATE, not guessed.",
S222,Rep. Mike Levin Reintroduces Bipartisan Bill to Waive Home Loan Fees for Disabled Veterans,Office of U.S. Representative Mike Levin,https://levin.house.gov/media/press-releases/rep-mike-levin-reintroduces-bipartisan-bill-to-waive-home-loan-fees-for-disabled-veterans,2026-02-19,2026-08-24,member press release,verified,VERIFIED,"Announces the reintroduction of the Veterans Assistance for Loan Origination Relief (VALOR) Act, given in this release as H.R. 7598, co-led with Rep. James Moylan of Guam. OPERATIVE TEXT, quoted from the release: the Act ""would require the VA to reimburse a veteran or transitioning service member for the cost of the home loan funding fee if they submit a disability claim or a notice of intent to file, pay the home loan fee, and later receive a disability rating and begin receiving disability compensation for that claim."" Levin verbatim: ""Disabled veterans are not supposed to pay fees when they get a VA home loan. However, many of our veterans who take longer to receive a disability rating are still paying these burdensome fees, which can be a barrier to homeownership."" WHAT THIS IS AND IS NOT: a member office release, not a bill record. It carries an ANNOUNCEMENT date of 2026-02-19. IT DOES NOT STATE THE INTRODUCTION DATE, and the introduction date is NOT established by this row. congress.gov returns ROBOTS_DISALLOWED to this project's fetcher, so H.R. 7598's number, sponsor list and introduction date still need confirming from a browser (P11: a blocked fetch is not evidence about the bill). Do not restate the release date as an introduction date; that is the error corrected on S212. Note also that the release HEADLINE says 'waive' while its own operative text says REIMBURSE. The site uses the operative text.",
S223,Congressman Moylan Works Across the Aisle; Co-Leads Bill to Refund VA Home Loan Fees for Disabled Veterans,Office of U.S. Delegate James Moylan,https://moylan.house.gov/media/press-releases/congressman-moylan-works-across-aisle-co-leads-bill-refund-va-home-loan-fees,2026-02-22,2026-08-24,member press release,verified,VERIFIED,"The second office on the same bill, three days after S222, which is what makes the bipartisan description checkable rather than asserted. Moylan verbatim: ""These are men and women who served our country, followed the process, and still ended up paying more because their disability rating came through after the fact. That's a gap in the system, and it's one we can fix. I'm proud to co-lead the VALOR Act with Congressman Mike Levin."" LIMITS: this release names the VALOR Act but NOT a bill number, and states no introduction date. Registered as corroboration of the co-lead and of the bill's purpose, not of H.R. 7598's number or timing.",
S224,"Review of the Fiscal Year 2027 Budget and 2028 Advance Appropriations Requests for the Department of Veterans Affairs, hearing page",U.S. Senate Committee on Veterans' Affairs,https://www.veterans.senate.gov/2026/5/review-of-the-fiscal-year-2027-budget-and-2028-advance-appropriations-requests-for-the-department-of-veterans-affairs,2026-05-20,2026-08-24,hearing,verified,VERIFIED,"The committee's own page for the May 20 2026 budget hearing. Fetched and read 2026-08-24. Establishes, from the committee itself: date Wednesday May 20 2026 at 4:00 PM, room Dirksen G50, and the witness list verbatim, ""The Honorable Douglas A. Collins, Secretary of Veterans Affairs"" with ""The Honorable Richard F. Topping, Assistant Secretary for Management and Chief Financial Officer, U.S. Department of Veterans Affairs"" as the accompanying official. WHY IT MATTERS: it primary-sources the SETTING for S225, so the quotation is anchored to a hearing that demonstrably happened with the official who is quoted in the room in that role. It does not source the WORDS. S225 does that, at its own tier. NAME CORRECTION CARRIED HERE: the archived watch.html gives 'Sam Topping' in one place and 'Richard Topping' in another. The committee's own page settles it: Richard F. Topping. Anything transferred from that archived page must be corrected.",
S225,"Asst. Sec. Richard Topping on the VA medical care account structure, SVAC budget hearing, May 20 2026","C-SPAN program 679573, transcript retained by the project",https://www.c-span.org/program/senate-committee/secy-doug-collins-testifies-on-veterans-affairs-priorities-budget/679573,2026-05-20,2026-08-24,hearing record,verified,VERIFIED,"QUOTED VERBATIM ON THE SITE, from the retained transcript: ""We always hear that direct care and community care and the facts are no one really knows because we do not track the data. The structure is a holdover from when we are primarily a direct care system... There are three primary costs: administrative costs, day-to-day operations; the contract cost, the fees we pay to contractors; the purchase pay cost is a reimbursement to providers. That is the only cost we actually show. The other two are co-mingled in other accounts... The account structure we propose for FY28 would break out a direct care cost vertical for the whole cost of care inside our medical centers and clinics... Right now based on the account structure, all I can tell you is it will cost more. We do not know what we are managing."" CONTEXT THE PAGE KEEPS: this is his answer to Chairman Moran asking what the benefits of the proposed account-structure reform are. He is arguing FOR the change. It is candour in support of a departmental request, not a slip. TIER, STATED PLAINLY. Local file: _CURRENT_DOCS\Transcripts_May19-20\SVAC_5-20-26_Collins_FY27Budget_FULL.md, whose header records ""Transcript pulled by Leann via C-SPAN transcript tool, pasted to Cowork session 5/23/26"". So the words are C-SPAN TRANSCRIPT-TOOL OUTPUT, pulled and retained by the project's author, who watched the hearing. THIS IS NOT THE CERTIFIED HEARING RECORD. A GPO-published transcript, when it appears, supersedes this row and the quotation should be re-checked against it. The SETTING is independently verified at S224. TIMESTAMP: approximate only. The file marks the passage ""opening Q&A with Chair Moran (~30 min in)"". No exact timestamp is claimed. The project's separate verbatim-verified file for this hearing, SVAC_5-20-26_Blumenthal_Collins_VERIFIED.md, covers 1:50:01 to 1:53:36 only, which is the Blumenthal exchange at S001 and a different part of the hearing. DO NOT MERGE WITH S198. That is the February 11 2026 exchange, three months earlier, where a member office reports that the CFO was unable to answer and does NOT quote him. Two different hearings. They are cited separately and the page keeps them separate. Fetch attempts 2026-08-24: c-span.org returned HTTP 402 and congress.gov returned ROBOTS_DISALLOWED to this project's fetcher, which is a statement about the fetcher and not about the hearing.",
S226,"Public Law 116-315, Johnny Isakson and David P. Roe, M.D. Veterans Health Care and Benefits Improvement Act of 2020",U.S. Government Publishing Office,https://www.govinfo.gov/content/pkg/PLAW-116publ315/html/PLAW-116publ315.htm,2021-01-05,2026-08-28,statute,verified,VERIFIED,"Fetched from GPO 2026-08-24; OPERATIVE TEXT OBTAINED 2026-08-28. Establishes the public law number and the enactment date of January 5 2021. LIMIT LIFTED 2026-08-28: the section text was read in full at this same URL using a browser, after four scripted routes had failed (GPO HTML and PDF both truncated before Title V, GovTrack 403, congress.gov robots). The document is 459,960 characters and SEC. 5107 begins at offset 344,328. Verbatim, section 5107 adds 38 U.S.C. 1709C: “The Secretary shall carry out a program to provide, subject to subsection (b), assistance to qualified veterans described in subsection (c) to obtain child care.” Subsection (d): “Not later than five years after the date of the enactment of the Deborah Sampson Act of 2020, the Secretary shall carry out the program at each medical center of the Department.” Title V of this law IS the Deborah Sampson Act of 2020 (SEC. 5001), so five years from the January 5 2021 enactment falls on January 5 2026, a DERIVED date and not one printed in the statute. THE STATUTE CONTAINS NO DOLLAR FIGURE in section 5107. SEARCHED 2026-09-01, corpus named: section 5107 of the GPO HTML at this URL, offsets 348258 to 357204, 8946 characters. The terms searched were the dollar sign, million, billion, sums, and authorized to be appropriated, and each returned ZERO occurrences. The string appropriat returned 7 occurrences and every one was read: all are the ordinary word appropriate or a citation to the Treasury and General Government Appropriations Act 2002 (Public Law 107-67), so the section carries no authorization of appropriations either. Positive controls child care 32 and 1709C 3; negative control 0; the dollar sign occurs 15 times elsewhere in the same law, so the instrument can find one. INSTRUMENT NOTE 2026-09-01: a plain urllib fetch of this same URL returned the full 465105 characters with SEC. 5107 at offset 348258, so the GPO HTML does NOT truncate by that route. The 2026-08-28 truncation recorded above was a fact about the tool used then, not about the document (P11). The $22 million, the $1 million and the 58 percent remain Sen. Murray's hearing account. The standard is “each medical center”, not the thirteen sites she describes as funded.",
S227,"Sec. Collins with Sen. King and Sen. Duckworth on privatization, SVAC budget hearing, May 20 2026","C-SPAN program 679573, transcript retained by the project",https://www.c-span.org/program/senate-committee/secy-doug-collins-testifies-on-veterans-affairs-priorities-budget/679573,2026-05-20,2026-08-24,hearing record,verified,VERIFIED,"Same hearing and same retained transcript as S225, at the same tier, and the tier note at S225 applies here in full: C-SPAN transcript-tool output pulled and kept by the project's author, NOT the certified hearing record, superseded by the GPO transcript when it appears. File: _CURRENT_DOCS\Transcripts_May19-20\SVAC_5-20-26_Collins_FY27Budget_FULL.md. Timestamps in that file are approximate ranges, King at about 1:14 to 1:23 and Duckworth at about 1:38 to 1:43, and are not published as exact. QUOTED ON THE SITE. King: ""Can you tell me for the record point-blank there is no intention to gradually privatize V.A. health care?"" Collins: ""There is no intention to gradually, to accelerate, to decelerate, there is no intention to privatize at all."" Duckworth: ""You are increasing the budget significantly for privatization."" Collins: ""We pay over twice as much in direct care than community care. We are following the law. Are you asking me to break the law? Do you not want me to follow the Mission Act?"" DELIBERATELY NOT PUBLISHED, and this is a scope decision not an oversight: the Duckworth budget-comparison table in that transcript file, giving Independent Budget recommendations against the request, and the King workforce figures of roughly 35,000 and 15,000 positions. Those are members' prepared comparisons and this project has checked them against neither the Independent Budget nor the budget request. They may be right. They are not sourced here. WHAT THE PAGE CLAIMS: only that a ratio between two lines was cited at the same hearing at which the Department's own CFO described those lines as co-mingled in the accounts, so the ratio cannot be checked from those accounts. THE PAGE TAKES NO POSITION ON WHETHER THE DEPARTMENT IS PRIVATISING. That is a contested policy question which this accounting testimony does not settle in either direction, and the page says so in its own words. GUARD NOTE, added after the negative-claims check flagged this row: the string ""there is no"" appears in this note only INSIDE THE SECRETARY'S QUOTED WORDS, ""there is no intention to privatize at all"". It is not an absence asserted by this project. The one absence this row does assert is that the Duckworth budget-comparison table and the King workforce figures were kept OFF the published page. Verified by searching the built oversight page for each of: 19.4, 6.3%, 35,000, 15,000 lost, Independent Budget. All five absent.",
S228,"Document repository for the House Veterans' Affairs Committee legislative hearing of May 20 2026, EventID 119305","U.S. House of Representatives, docs.house.gov",https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=119305,2026-05-20,2026-08-24,committee document,verified,VERIFIED,"The committee's own document repository for the hearing. Fetched and read 2026-08-24. NINETEEN bill numbers appear: H.R. 6733, 6580, 6599, 6583, 6549, 6740, 6764, 6904, 6843, 6833, 2303, 210, 3183, 5203, 4114, 3869, 2722, 1391, 8044. NEGATIVE FINDING WITH ITS SEARCHES NAMED: this agenda was searched for each of H.R. 1732, H.R. 4876, H.R. 6755 and H.R. 6861. NONE OF THE FOUR APPEARS ON IT. The search was of this docs.house.gov event page only, on 2026-08-24. WHAT THIS ROW DOES AND DOES NOT ESTABLISH: it establishes what the FINAL agenda contained. IT DOES NOT ESTABLISH THAT ANY BILL WAS REMOVED, because this project has not obtained a dated earlier version of the calendar listing to compare against. The removal rests on what members said at the hearing, carried at S229 and labelled as testimony on the page. Hearing page: https://veterans.house.gov/calendar/eventsingle.aspx?EventID=7907",
S229,"House Veterans' Affairs Committee legislative hearing, May 20 2026, remarks of Rep. Takano, Rep. Brownley and Kristina Keenan of the VFW","House Committee on Veterans' Affairs, hearing video, transcript retained by the project",https://veterans.house.gov/calendar/eventsingle.aspx?EventID=7907,2026-05-20,2026-08-24,hearing record,verified,VERIFIED,"Full Committee legislative hearing, Wednesday May 20 2026, 10:15 AM, 360 Cannon. Local file: _CURRENT_DOCS\Transcripts_May19-20\HVAC_5-20-26_LegislativeHearing_FULL.md, pulled from the hearing stream and retained by the project's author, who watched it. TIER: retained transcript, NOT the certified hearing record, superseded by the printed transcript when it appears. PROVENANCE NOTE THAT WILL RECUR ON EVERY 2026 HVAC HEARING, from Leann 2026-08-24: THE HVAC MAJORITY AND MINORITY NOW RUN SEPARATE YOUTUBE CHANNELS, so a single hearing legitimately carries TWO video addresses, and a viewer can be redirected between them. The transcript file lists both youtu.be/SiXAagTOA8w and youtu.be/bAlZPf0t9rs and both were checked when the file was made. TWO URLS FOR ONE HEARING IS NOT A CONTRADICTION AND IS NOT A REASON TO HOLD THE SOURCE. An earlier session treated it as one; that was wrong. The committee event page is used as the stable citation. QUOTED ON THE SITE. Brownley: ""I'm disappointed that my bill HR4876, the Reproductive Freedom for Veterans Act, was removed from today's legislative hearing."" Takano, on the GUARD VA Benefits Act: ""earlier this year, VFW testified in support of the Guard VA Act, which has been a priority for several years. Unfortunately, that bill was also removed from the agenda."" Keenan, VFW Director of National Legislative Service: ""we the VFW strongly want to see the Guard Act move forward. And every day that it doesn't, you know, unaccredited claim sharks continue to exploit veterans and their benefits."" NOT PUBLISHED FROM THIS FILE: Takano's wider fiscal argument and the witness roster, which are separate builds.",
S230,"Veteran Homelessness Programs: Opportunities to Improve Data Collection and Establish an Evaluation Plan, GAO-26-107517",U.S. Government Accountability Office,https://www.gao.gov/products/gao-26-107517,2026-03-30,2026-08-24,oversight report,verified,VERIFIED,"Fetched and read 2026-08-24 from gao.gov. QUOTED VERBATIM ON THE SITE: ""174,045 instances of veterans not being referred to the program in 2020-2024, VA did not document the reason in 151,296 (87 percent)."" The program is HUD-VASH. ALSO IN THE REPORT and published here: in fiscal year 2024 more than a quarter of VA medical centers with multiple case managers had at least 20 percent of those positions unfilled, and annual case-manager turnover ran 20 to 26 percent across the period. Two recommendations for executive action, one to VA on collecting reasons for non-referral and one to HUD on the Tribal HUD-VASH pilot; both open at the time of reading. PRECISION THAT MATTERS AND CORRECTS AN EARLIER PROJECT PAGE: GAO counts INSTANCES OF NON-REFERRAL, not individual veterans. One veteran can account for more than one instance. The archived fiscal-dashboard.html said ""174,000 homeless veterans not referred"", which converts a count of events into a count of people. THE SITE USES GAO'S WORDING. Do not restate this as a number of veterans. PROVENANCE OF THE CORRECTION: the figure reached this project through fiscal-dashboard.html in the LOCAL CLONE at C:\Users\leann\GitHub\va-foreclosure-advocacy, not through the export v11 folder that the transfer plan's table named. The plan has been corrected.",
S231,"H.R. 2102, Major Richard Star Act, as introduced in the House","U.S. Government Publishing Office, govinfo",https://www.govinfo.gov/content/pkg/BILLS-119hr2102ih/html/BILLS-119hr2102ih.htm,2025-03-14,2026-08-28,bill text,verified,VERIFIED,"Bill text captured from govinfo 2026-08-28 as BILLS-119hr2102ih.xml, 19,994 bytes, sha256 58DC7D3F5DDDD034EA7FCF9E73FEBF47A69FCCE528FF81E027BCBBA56FFC4DF7, retained at 04_Website\VFC_Receipt_HR2102_BILLS-119hr2102ih_captured-2026-08-28.xml. Short title, Sec. 1 verbatim: This Act may be cited as the 'Major Richard Star Act'. Introduced 2025-03-14, sponsor Rep. Bilirakis. Sec. 2(b) rewrites 10 U.S.C. 1414(b), striking the 20-year service bar in current law. THIS IS THE STANDALONE BILL AND IT IS NOT THE TCAVA SECTION: TCAVA H.R. 9237 Sec. 101 (S206) carries a 20-year-equivalent cap that this bill does not. Never cite the Major Richard Star Act without saying which one. Measured against this capture 2026-08-28, negative control returning zero: ""less than 20 years"" 0, ""fewer than 20 years"" 0, ""loan"" 0, ""mortgage"" 0, ""foreclos"" 0; ""1414"" 6, ""5304"" 5, ""5305"" 5.",
S232,"12 CFR 1024.40, Continuity of contact (Regulation X)",Consumer Financial Protection Bureau,https://www.consumerfinance.gov/rules-policy/regulations/1024/40/,2014-01-10,2026-08-30,regulation,verified,VERIFIED,"Read 2026-08-30 from the CFPB's own published copy of Regulation X, which the Bureau writes and administers. RETRIEVAL, named because a zero here would otherwise look like an absence (P11): the eCFR canonical URL ecfr.gov/current/title-12/chapter-X/part-1024/subpart-C/section-1024.40 answered this fetcher with a 302 to unblock.federalregister.gov, a bot wall, which says nothing about the regulation and is not a finding about it. TIERS, and they must travel with any use: paragraph (a) came back VERBATIM and its three subparagraphs are quoted word for word on the page. Paragraph (b) came back SUMMARISED by the fetch, so its four duties are described in this project's own words and are NOT presented as a quotation. Before quoting (b) anywhere, read it from the primary text. pub_date is the Mortgage Servicing Final Rule effective date of January 10 2014, not the date of any later amendment; check the version note before citing this as the current text in a filing.",
S233,"House Republicans Rollout VA Home Loan Affordability Bill for Veterans, Servicemembers, and their Families",U.S. House Committee on Veterans' Affairs,https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7899,2026-04-29,2026-08-30,press release,verified,VERIFIED,"Committee press page, DocumentID 7899, read 2026-08-30 by Leann in a browser and supplied verbatim. RETRIEVAL, named because two routes failed from the workspace and a blocked fetch is a fact about the instrument, not about the page (P11): veterans.house.gov returned HTTP 403 to WebFetch, and web.archive.org is unreachable from this environment. WHAT IT ESTABLISHES: the release carries the line 'The VA Home Loan Affordability Act is supported by the following key stakeholders' followed by statements attributed to Rocket Mortgage and to Freedom Mortgage, both quoted in corporate capacity on the Committee's own page. This closes the 'FM-as-supporter UNVERIFIED, do not assert under oath' caution carried since 2026-08-22. Sponsors as printed: Rep. Derrick Van Orden lead, with Chairman Mike Bost, Rep. Juan Ciscomani, Rep. Tom Barrett and Rep. Jen Kiggans. DATE DISTINCTION, DO NOT COLLAPSE: this page is dated April 29 2026 and says 'today ... introduced'. The INTRODUCTION date on the site is April 27 2026, sourced to S199, the govinfo bill print read in full 2026-08-23. The introduction and the public rollout are two different events, the same way the sale date, the instrument date and the recording date are three different things. April 27 stands; do not 'correct' it to this page's date.",
S234,"VA Home Loan Affordability Act, sponsor's one-pager and committee bill print","Office of Rep. Derrick Van Orden, House Committee on Veterans' Affairs Republicans",https://republicans-veterans.house.gov/UploadedFiles/One_Pager-_VA_Home_Loan_Affordability_Act_FINAL.pdf,2026-04-29,2026-08-30,bill text,verified,VERIFIED,"Both documents supplied by Leann 2026-08-30 from the links on the Committee rollout page (S233) and filed as receipts: 04_Website\VFC_Receipt_HR8532_OnePager_captured-2026-08-30.pdf, 334,306 bytes, sha256 09f92850b1f3521e; and 04_Website\VFC_Receipt_HR8532_BillText_captured-2026-08-30.pdf, 53,596 bytes, sha256 7746b968b79d08c1. ONE-PAGER FIGURES, attributed to it and not independently verified: VA has identified 436 counties across 31 states without enough certified appraisers; appraiser certification currently 3 to 5 years, matched by the bill to state licensure at 12 to 18 months. DISCREPANCY BETWEEN THE SUMMARY AND THE OPERATIVE TEXT, both verbatim: the one-pager says the bill would 'cap seller concessions at 6% to match FHA standards for nonveterans'; SEC. 2(d)(3) of the bill print adds 38 U.S.C. 3710(b)(10) reading 'the seller fees actually paid by the veteran do not exceed six percent of the outstanding balance of the loan.' A seller concession is paid by the seller toward the buyer's costs; the operative text limits fees paid BY THE VETERAN. Different quantities. No intent asserted; a one-pager is a summary and only enacted text governs. THIRD DATE: the bill print carries the drafting stamp 'April 23, 2026 (9:24 a.m.)'. Introduction is 2026-04-27 per S199. Rollout is 2026-04-29 per S233. Drafted, introduced, announced are three events; do not collapse them.",
S235,"38 U.S.C. 3704(d), Restrictions on loans and lenders","Office of the Law Revision Counsel, U.S. House of Representatives",https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title38-section3704,1974-01-01,2026-08-25,statute,verified,VERIFIED,"Read 2026-08-25 from two independent sources agreeing verbatim, uscode.house.gov prelim edition and govregs.com. Amendment notes: 1989 substituted Secretary for Administrator; 1974 struck a cross-reference; 1970 added the notice-and-hearing clause; 1959 added the FHA-debarment leg. NO SUBSTANTIVE AMENDMENT SINCE 1974, which is why pub_date is recorded as that year rather than a publication date. SCOPE, and it is the point: the STATUTE reaches a 'lender or holder'. The regulation at S236 reaches a SERVICER by name. Cited in both the 2023 and 2024 moratorium circulars, at the OVERSIGHT paragraph and not at the moratorium paragraph. INSTRUMENT NOTE: this was fetched through WebFetch, which is a different instrument from a scripted fetch inside the container; VFC_SETTLED's line about House domains being unreachable describes the latter and is not contradicted.",
S236,"38 C.F.R. 36.4336, Oversight of servicing",Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-38/chapter-I/part-36/subpart-B/section-36.4336,2021-05-28,2026-08-25,regulation,verified,VERIFIED,"Fetched from the eCFR canonical URL 2026-08-25. CURRENCY DATE SHOWN ON THE PAGE: August 21 2026. Source note 86 FR 28708, May 28 2021, unchanged since, which is the pub_date recorded here. Its own authority line reads (Authority: 38 U.S.C. 3703, 3704(d), 3720). Quoted verbatim at (a): whenever the Secretary finds that any servicer has failed to maintain adequate loan accounting records, or to demonstrate proper ability to service loans adequately or to exercise proper credit judgment or has willfully or negligently engaged in practices otherwise detrimental to the interest of veterans or of the Government, the Secretary may refuse either temporarily or permanently to guarantee or insure any loans made by such servicer and may bar such servicer from servicing or acquiring guaranteed loans. SCOPE LIMIT AND IT MUST TRAVEL: this is a bar-and-refuse power over a servicer's future participation. It is NOT a power to order a moratorium, and neither circular claims one.",
